x,y,MIN_REL_HUMIDITY,STATION_NAME,TOTAL_RAIN_FLAG,LOCAL_DATE,LOCAL_MONTH,COOLING_DEGREE_DAYS,MEAN_TEMPERATURE_FLAG,CLIMATE_IDENTIFIER,DIRECTION_MAX_GUST_FLAG,ID,MAX_TEMPERATURE_FLAG,HEATING_DEGREE_DAYS_FLAG,MAX_TEMPERATURE,SPEED_MAX_GUST,TOTAL_SNOW,PROVINCE_CODE,TOTAL_SNOW_FLAG,DIRECTION_MAX_GUST,SNOW_ON_GROUND_FLAG,MIN_REL_HUMIDITY_FLAG,TOTAL_PRECIPITATION,LOCAL_DAY,TOTAL_PRECIPITATION_FLAG,MAX_REL_HUMIDITY_FLAG,TOTAL_RAIN,LOCAL_YEAR,COOLING_DEGREE_DAYS_FLAG,SNOW_ON_GROUND,MIN_TEMPERATURE_FLAG,MEAN_TEMPERATURE,SPEED_MAX_GUST_FLAG,HEATING_DEGREE_DAYS,MAX_REL_HUMIDITY,MIN_TEMPERATURE
-114.02027777777778,51.11388888888889,51,CALGARY INT'L A,,2000-02-28 00:00:00,2,0,,3031093,E,3031093.2000.2.28,,,1.5,46,0,AB,,33,,,0,28,,,0,2000,,5,,-2.4,E,20.4,81,-6.2
-114.02027777777778,51.11388888888889,60,CALGARY INT'L A,,2000-02-29 00:00:00,2,0,,3031093,,3031093.2000.2.29,,,0.8,0,0,AB,,0,,,0,29,,,0,2000,,4,,-6,,24,81,-12.7
-114.02027777777778,51.11388888888889,34,CALGARY INT'L A,,2000-03-01 00:00:00,3,0,,3031093,,3031093.2000.3.1,,,9.2,0,0,AB,,0,,,0,1,,,0,2000,,4,,2.3,,15.7,80,-4.6
-114.02027777777778,51.11388888888889,44,CALGARY INT'L A,,2000-03-02 00:00:00,3,0,,3031093,E,3031093.2000.3.2,,,9.3,50,0,AB,,28,,,0,2,,,0,2000,,3,,4.4,E,13.6,58,-0.5
-114.02027777777778,51.11388888888889,26,CALGARY INT'L A,,2000-03-03 00:00:00,3,0,,3031093,E,3031093.2000.3.3,,,10.8,41,0,AB,,29,,,0,3,,,0,2000,,2,,3.8,E,14.2,68,-3.3
-114.02027777777778,51.11388888888889,46,CALGARY INT'L A,,2000-03-04 00:00:00,3,0,,3031093,E,3031093.2000.3.4,,,6.8,39,0.6,AB,,34,,,0.5,4,,,0,2000,,1,,1.8,E,16.2,80,-3.2
-114.02027777777778,51.11388888888889,55,CALGARY INT'L A,,2000-03-05 00:00:00,3,0,,3031093,,3031093.2000.3.5,,,-0.1,0,1.2,AB,,0,,,0.6,5,,,0,2000,,1,,-2.5,,20.5,80,-4.9
-114.02027777777778,51.11388888888889,75,CALGARY INT'L A,,2000-03-06 00:00:00,3,0,,3031093,,3031093.2000.3.6,,,-4.1,0,9,AB,,0,,,7.6,6,,,0,2000,,4,,-6.3,,24.3,81,-8.4
-114.02027777777778,51.11388888888889,63,CALGARY INT'L A,,2000-03-07 00:00:00,3,0,,3031093,,3031093.2000.3.7,,,-3.6,0,0.2,AB,,0,,,0,7,T,,0,2000,,8,,-7,,25,78,-10.3
-114.02027777777778,51.11388888888889,75,CALGARY INT'L A,,2000-03-08 00:00:00,3,0,,3031093,E,3031093.2000.3.8,,,-8.1,35,2.4,AB,,13,,,0.8,8,,,0,2000,,8,,-10,E,28,79,-11.8
-114.02027777777778,51.11388888888889,66,CALGARY INT'L A,,2000-03-09 00:00:00,3,0,,3031093,,3031093.2000.3.9,,,-3,0,0.6,AB,,0,,,0,9,T,,0,2000,,10,,-7.7,,25.7,86,-12.3
-114.02027777777778,51.11388888888889,69,CALGARY INT'L A,,2000-03-10 00:00:00,3,0,,3031093,,3031093.2000.3.10,,,-5.1,0,0,AB,T,0,,,0,10,T,,0,2000,,6,,-9.5,,27.5,85,-13.9
-114.02027777777778,51.11388888888889,86,CALGARY INT'L A,T,2000-03-11 00:00:00,3,0,,3031093,,3031093.2000.3.11,,,-6.2,0,0,AB,T,0,,,0,11,T,,0,2000,,6,,-7.1,,25.1,95,-7.9
-114.02027777777778,51.11388888888889,36,CALGARY INT'L A,,2000-03-12 00:00:00,3,0,,3031093,E,3031093.2000.3.12,,,5.7,37,0,AB,,28,,,0,12,,,0,2000,,6,,-1.7,E,19.7,89,-9
-114.02027777777778,51.11388888888889,47,CALGARY INT'L A,T,2000-03-13 00:00:00,3,0,,3031093,,3031093.2000.3.13,,,3.7,0,0,AB,T,0,,,0,13,T,,0,2000,,4,,-2.8,,20.8,86,-9.3
-114.02027777777778,51.11388888888889,75,CALGARY INT'L A,,2000-03-14 00:00:00,3,0,,3031093,,3031093.2000.3.14,,,-8.1,0,7.8,AB,,0,,,7.4,14,,,0.4,2000,,3,,-10,,28,89,-11.9
-114.02027777777778,51.11388888888889,67,CALGARY INT'L A,,2000-03-15 00:00:00,3,0,,3031093,,3031093.2000.3.15,,,-4.1,0,0.4,AB,,0,,,0.2,15,,,0,2000,,9,,-8.4,,26.4,81,-12.6
-114.02027777777778,51.11388888888889,53,CALGARY INT'L A,,2000-03-16 00:00:00,3,0,,3031093,E,3031093.2000.3.16,,,2.6,37,0,AB,T,27,,,0,16,T,,0,2000,,8,,-6,E,24,85,-14.6
-114.02027777777778,51.11388888888889,39,CALGARY INT'L A,,2000-03-17 00:00:00,3,0,,3031093,E,3031093.2000.3.17,,,5.1,52,0,AB,,27,,,0,17,,,0,2000,,7,,1.7,E,16.3,68,-1.8
-114.02027777777778,51.11388888888889,40,CALGARY INT'L A,,2000-03-18 00:00:00,3,0,,3031093,E,3031093.2000.3.18,,,7.5,39,0,AB,,27,,,0,18,,,0,2000,,5,,2.2,E,15.8,71,-3.2
-114.02027777777778,51.11388888888889,27,CALGARY INT'L A,,2000-03-19 00:00:00,3,0,,3031093,E,3031093.2000.3.19,,,6.6,48,0,AB,,30,,,0,19,,,0,2000,,3,,1.7,E,16.3,76,-3.2
-114.02027777777778,51.11388888888889,28,CALGARY INT'L A,,2000-03-20 00:00:00,3,0,,3031093,E,3031093.2000.3.20,,,6.8,33,0,AB,T,26,,,0,20,T,,0,2000,,2,,1.3,E,16.7,71,-4.3
-114.02027777777778,51.11388888888889,24,CALGARY INT'L A,,2000-03-21 00:00:00,3,0,,3031093,E,3031093.2000.3.21,,,12.4,74,0,AB,,27,,,0,21,,,0,2000,,1,,4.9,E,13.1,58,-2.6
-114.02027777777778,51.11388888888889,36,CALGARY INT'L A,,2000-03-22 00:00:00,3,0,,3031093,E,3031093.2000.3.22,,,15.2,52,0,AB,,18,T,,0,22,,,0,2000,,0,,6.7,E,11.3,66,-1.9
-114.02027777777778,51.11388888888889,54,CALGARY INT'L A,,2000-03-23 00:00:00,3,0,,3031093,E,3031093.2000.3.23,,,8.1,33,13,AB,,35,T,,8.4,23,,,0,2000,,0,,3.4,E,14.6,90,-1.4
-114.02027777777778,51.11388888888889,50,CALGARY INT'L A,,2000-03-24 00:00:00,3,0,,3031093,,3031093.2000.3.24,,,4,0,0,AB,T,0,,,0,24,T,,0,2000,,13,,-1.9,,19.9,84,-7.7
-114.02027777777778,51.11388888888889,36,CALGARY INT'L A,,2000-03-25 00:00:00,3,0,,3031093,E,3031093.2000.3.25,,,7.9,50,0,AB,,30,,,0,25,,,0,2000,,7,,2.7,E,15.3,70,-2.6
-114.02027777777778,51.11388888888889,25,CALGARY INT'L A,,2000-03-26 00:00:00,3,0,,3031093,,3031093.2000.3.26,,,12.5,0,0,AB,,0,,,0,26,,,0,2000,,1,,5.7,,12.3,47,-1.1
-114.02027777777778,51.11388888888889,17,CALGARY INT'L A,,2000-03-27 00:00:00,3,0,,3031093,E,3031093.2000.3.27,,,15.9,39,0,AB,,28,T,,0,27,,,0,2000,,0,,8.8,E,9.2,63,1.7
-114.02027777777778,51.11388888888889,44,CALGARY INT'L A,,2000-03-28 00:00:00,3,0,,3031093,E,3031093.2000.3.28,,,9.6,44,0,AB,,3,T,,0,28,,,0,2000,,0,,5.5,E,12.5,69,1.4
-114.02027777777778,51.11388888888889,36,CALGARY INT'L A,,2000-03-29 00:00:00,3,0,,3031093,E,3031093.2000.3.29,,,8.3,37,0,AB,T,34,T,,0,29,T,,0,2000,,0,,3.4,E,14.6,78,-1.5
-114.02027777777778,51.11388888888889,24,CALGARY INT'L A,,2000-03-30 00:00:00,3,0,,3031093,,3031093.2000.3.30,,,10.3,0,0,AB,,0,,,0,30,,,0,2000,,0,,2.4,,15.6,80,-5.6
-114.02027777777778,51.11388888888889,15,CALGARY INT'L A,,2000-03-31 00:00:00,3,0,,3031093,E,3031093.2000.3.31,,,12.7,41,0,AB,,35,,,0,31,,,0,2000,,0,,5.2,E,12.8,53,-2.4
-114.02027777777778,51.11388888888889,31,CALGARY INT'L A,,2000-04-01 00:00:00,4,0,,3031093,E,3031093.2000.4.1,,,15.2,78,0,AB,T,34,,,1,1,,,1,2000,,0,,7.8,E,10.2,80,0.4
-114.02027777777778,51.11388888888889,25,CALGARY INT'L A,,2000-04-02 00:00:00,4,0,,3031093,E,3031093.2000.4.2,,,5.3,56,0,AB,,35,,,0,2,T,,0,2000,,0,,0.8,E,17.2,72,-3.8
-114.02027777777778,51.11388888888889,23,CALGARY INT'L A,,2000-04-03 00:00:00,4,0,,3031093,E,3031093.2000.4.3,,,16.7,50,0,AB,,26,,,0,3,,,0,2000,,0,,5.7,E,12.3,66,-5.3
-114.02027777777778,51.11388888888889,35,CALGARY INT'L A,T,2000-04-04 00:00:00,4,0,,3031093,E,3031093.2000.4.4,,,13.6,70,4,AB,,36,,,1,4,,,0,2000,,0,,6.3,E,11.7,88,-1
-114.02027777777778,51.11388888888889,49,CALGARY INT'L A,T,2000-04-05 00:00:00,4,0,,3031093,E,3031093.2000.4.5,,,6.7,39,0,AB,T,32,,,0,5,T,,0,2000,,2,,0.1,E,17.9,87,-6.6
-114.02027777777778,51.11388888888889,35,CALGARY INT'L A,,2000-04-06 00:00:00,4,0,,3031093,E,3031093.2000.4.6,,,6.7,41,0.4,AB,,35,,,0.2,6,,,0,2000,,0,,0.2,E,17.8,86,-6.3
-114.02027777777778,51.11388888888889,23,CALGARY INT'L A,,2000-04-07 00:00:00,4,0,,3031093,E,3031093.2000.4.7,,,10.4,35,0,AB,,26,T,,0,7,,,0,2000,,0,,1,E,17,85,-8.4
-114.02027777777778,51.11388888888889,38,CALGARY INT'L A,,2000-04-08 00:00:00,4,0,,3031093,E,3031093.2000.4.8,,,11.7,32,0,AB,,10,,,0,8,,,0,2000,,0,,4.9,E,13.1,64,-2
-114.02027777777778,51.11388888888889,44,CALGARY INT'L A,,2000-04-09 00:00:00,4,0,,3031093,E,3031093.2000.4.9,,,11.7,61,1,AB,,36,,,0.8,9,,,0,2000,,0,,3.8,E,14.2,89,-4.1
-114.02027777777778,51.11388888888889,57,CALGARY INT'L A,,2000-04-10 00:00:00,4,0,,3031093,,3031093.2000.4.10,,,3.5,0,1.2,AB,,0,,,0.2,10,,,0,2000,,1,,0.1,,17.9,86,-3.4
-114.02027777777778,51.11388888888889,27,CALGARY INT'L A,,2000-04-11 00:00:00,4,0,,3031093,,3031093.2000.4.11,,,10.8,0,0,AB,,0,,,0,11,,,0,2000,,0,,4.1,,13.9,81,-2.6
-114.02027777777778,51.11388888888889,38,CALGARY INT'L A,T,2000-04-12 00:00:00,4,0,,3031093,E,3031093.2000.4.12,,,13.7,56,0,AB,T,3,,,0,12,T,,0,2000,,0,,4.3,E,13.7,84,-5.1
-114.02027777777778,51.11388888888889,71,CALGARY INT'L A,,2000-04-13 00:00:00,4,0,,3031093,E,3031093.2000.4.13,,,-5.1,33,13.4,AB,,4,,,5,13,,,0,2000,,3,,-9.3,E,27.3,82,-13.5
-114.02027777777778,51.11388888888889,72,CALGARY INT'L A,,2000-04-14 00:00:00,4,0,,3031093,,3031093.2000.4.14,,,-10,0,9.9,AB,,0,,,5.8,14,,,0,2000,,10,,-12.7,,30.7,84,-15.3
-114.02027777777778,51.11388888888889,74,CALGARY INT'L A,,2000-04-15 00:00:00,4,0,,3031093,,3031093.2000.4.15,,,-5.3,0,0.6,AB,,0,,,0.2,15,,,0,2000,,15,,-9.2,,27.2,88,-13.1
-114.02027777777778,51.11388888888889,85,CALGARY INT'L A,,2000-04-16 00:00:00,4,0,,3031093,,3031093.2000.4.16,,,1.4,0,0,AB,,0,,,0,16,,,0,2000,,10,,-2.7,,20.7,100,-6.7
-114.02027777777778,51.11388888888889,60,CALGARY INT'L A,,2000-04-17 00:00:00,4,0,,3031093,E,3031093.2000.4.17,,,7.3,35,3,AB,,34,,,2,17,,,0,2000,,3,,2.8,E,15.2,99,-1.7
-114.02027777777778,51.11388888888889,29,CALGARY INT'L A,,2000-04-18 00:00:00,4,0,,3031093,E,3031093.2000.4.18,,,15.8,39,0,AB,,16,T,,0,18,,,0,2000,,0,,7.1,E,10.9,85,-1.7
-114.02027777777778,51.11388888888889,16,CALGARY INT'L A,,2000-04-19 00:00:00,4,0,,3031093,E,3031093.2000.4.19,,,20.4,37,0,AB,,24,,,0,19,,,0,2000,,0,,9.7,E,8.3,80,-1
-114.02027777777778,51.11388888888889,18,CALGARY INT'L A,,2000-04-20 00:00:00,4,0,,3031093,E,3031093.2000.4.20,,,20.3,39,0,AB,,28,,,0,20,,,0,2000,,0,,11.3,E,6.7,58,2.3
